"#","Application.Term","GPA.2145","GPA.2155","GPA.2165","GPA.2175","GPA.2185","cgpa","Current.Program","Total","Total.English","Math.Placement.Exam.Score","Physics.Placement.Score","SAT.Reading","SAT.Writing","SAT.Math","SAT.Total","Transcripts","Description/Qualification.(G12,.IGCSE,.AS,.A.Level,.Uni,.etc)","Curriculum","English","EnglishGrade","math","MathGrade","Physics","PhysicsGrade","Grit_1","Grit_2","Grit_3","Grit_4","Grit_5","Grit_6","Grit_7","Grit_8","Grit_9","Grit_10","Grit_11","Grit_12","SelfControl_1","SelfControl_2","SelfControl_3","SelfControl_4","SelfControl_5","SelfControl_6","SelfControl_7","SelfControl_8","SelfControl_9","SelfControl_10"
1,2151,0,2.1,2.25,2.42,2.42,2.42,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",16,21,410,400,500,1310,"G10-11, G12CBSE","CBSE, MIGRATION","Indian","95",0,"40",0,"72",0,"Mostly like me","Mostly like me","Somewhat like me","Mostly like me","Somewhat like me","Mostly like me","Not much like me","Not much like me","Mostly like me","Not much like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Somewhat like me","Not much like me","Not much like me"
2,2171,0,0,0,3.87,3.81,3.81,"Bachelor of Science in Mechanical Engineering",7,"7",20,17,640,640,700,1980,"Y","Y","MOE","90",0,"89",0,"86",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2161,0,0,2.82,2.75,2.7,2.7,"Bachelor of Science in Mechanical Engineering",7,"7",14,9,430,440,460,1330,"G10, G11, G12","G10, G11, G12","American","85",0,"67",0,"87",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2145,2.78,2.58,2.68,2.73,2.76,2.76,"Bachelor of Science in Mechanical Engineering",6,"6 Exmpt-WS",12,12,NA,NA,NA,NA,"Y","G12, Diploma","Others","76",3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2145,2.6,2.49,2.62,2.6,2.57,2.57,"Bachelor of Science in Mechanical Engineering",6.5,"80",25,18,NA,NA,NA,NA,"Y","G12, Diploma","Others","20/20",4,"20/20",4,"19/20",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2161,0,0,3.7,3.66,3.73,3.73,"Bachelor of Science in Industrial Engineering",7,"7",23,20,420,450,620,1490,"G9, G10, G11","G9, G10, G11","American","90",0,"96",0,"97",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2161,0,0,2.99,2.99,2.99,2.99,"Bachelor of Science in Industrial Engineering",8,"106",18,14,NA,NA,NA,NA,"Y","Y","American","89",0,"88",0,"93",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2151,0,1.98,0,2.77,2.64,2.64,"Bachelor of Science in Mechanical Engineering",6.5,"527/ 6.5",3,10,NA,NA,NA,NA,"G10-12","G12, Equivalence","Others","19/20",4,"14.5/20",3,"16/20",4,"Very much like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Mostly like me","Somewhat like me","Somewhat like me","Not much like me","Not much like me","Mostly like me","Somewhat like me","Somewhat like me","Not much like me","Mostly like me","Mostly like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Mostly like me"
9,2141,2.65,2.61,2.37,0,0,2.37,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",15,14,NA,NA,NA,NA,"Y","G12, Diploma","American","96.5",0,"94.5",0,"90.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2141,3.2,3.45,3.47,3.45,3.36,3.36,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",21,14,NA,NA,NA,NA,"IGCSE/AS,A LEVEL","IGCSE, AS Level","British","B",0,"B",0,"B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2175,0,0,0,3.14,3.1,3.1,"Bachelor of Science in Electrical Engineering",5.5,"1275/ 5.5",8,9,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","MOE","86",0,"77.400000000000006",0,"83.6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2165,0,0,2.5,2.55,2.3,2.3,"Bachelor of Science in Mechanical Engineering",7,"7",10,12,NA,NA,NA,NA,"Y","Y","British","C",0,"C",0,"C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2151,0,3.91,3.91,3.91,3.93,3.93,"Bachelor of Science in Mechanical Engineering",8.5,"653",24,22,NA,NA,NA,NA,"IGCSE, AS, A Level (predicted)","A, AS, O Level, Equivalence","British","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2151,0,3.52,3.52,3.36,3.39,3.39,"Bachelor of Science in Mechanical Engineering",8,"8",22,20,690,650,630,1970,"IGCSE, AS","A, AS, O Level","British","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2141,2,2.08,2.05,2.17,2.17,2.17,"Bachelor of Science in Industrial Engineering",6.5,"6.5",16,13,NA,NA,NA,NA,"IGCSE","IGCSE","British","B",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2171,0,0,0,3.72,3.45,3.45,"Bachelor of Science in Computing Security",8.5,"8.5",15,17,NA,NA,NA,NA,"Y","Y","Others","98",4,"94",4,"86",3,"Somewhat like me","Somewhat like me","Very much like me","Not much like me","Very much like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Mostly like me","Mostly like me","Not much like me","Not much like me","Mostly like me","Somewhat like me","Mostly like me","Mostly like me","Not much like me","Not much like me","Not much like me"
17,2165,0,0,1.67,2.3,2.27,2.27,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",9,9,200,200,520,920,"Uni trasncript","Y","American","80",0,"60",0,"82",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2161,0,0,2.48,2.45,2.53,2.53,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",14,9,NA,NA,NA,NA,"G9, G10, G11,G12","G9, G10, G11,G12","American","82",0,"73",0,"78",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2141,3.13,2.99,2.53,2.07,0,2.07,"Bachelor of Science in Business Administration- Finance",5.5,"457, 5.5 Exmpt-WS",11,3,NA,NA,NA,NA,"Y","G12","American","82",0,"84",0,"78",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2175,0,0,0,2.46,2.33,2.33,"Bachelor of Science in Mechanical Engineering",6.5,"550",19,16,200,200,550,950,"G10, G11, G12 and AUS transcript","G10, G11, G12 and AUS transcript","American","83",0,"83",0,"85",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2171,0,0,0,1.56,1.81,1.81,"Bachelor of Science in Business Administration- Finance",7,"7",12,12,NA,NA,NA,NA,"Y","Y","Indian","B",0,"A",0,"B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2161,0,0,2.27,2.89,2.5,2.5,"Bachelor of Science in Business Administration- Management",6,"6, 560",9,8,NA,NA,NA,NA,"Y","Y","American","93",0,"87",0,"91",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2171,0,0,0,3.36,3.24,3.24,"Bachelor of Science in Industrial Engineering",6.5,"6.5",10,10,510,510,480,1500,"G10, G11, G12","Y","MOE","94",0,"88",0,"83",0,"Somewhat like me","Mostly like me","Mostly like me","Not much like me","Somewhat like me","Mostly like me","Mostly like me","Mostly like me","Somewhat like me","Not like me at all","Mostly like me","Mostly like me","Not much like me","Not much like me","Not much like me","Very much like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me","Not much like me","Not much like me"
24,2161,0,0,2.33,2.57,2.56,2.56,"Bachelor of Science in Industrial Engineering",5.5,"5.5",22,17,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","British","75",0,"86",0,"89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2151,0,2.99,0,2.77,2.77,2.77,"Bachelor of Science in Industrial Engineering",5.5,"5.5, Exmpt-WS (pending grade change)",15,14,NA,NA,NA,NA,"G10-11, 12-SEM2","G12","MOE","91",0,"87",0,"80",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2141,2.49,2.4,2.31,2.28,2.18,2.18,"Bachelor of Science in Mechanical Engineering",6,"6, 477, 523, Exmpt-WS",16,16,NA,NA,NA,NA,"Y","G12, Diploma","American","70",0,"94.5",0,"80",0,"Somewhat like me","Not much like me","Mostly like me","Very much like me","Somewhat like me","Mostly like me","Mostly like me","Mostly like me","Very much like me","Mostly like me","Somewhat like me","Mostly like me","Very much like me","Mostly like me","Somewhat like me","Very much like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Not like me at all","Not like me at all"
27,2161,0,0,2.68,2.27,2.26,2.26,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",18,19,NA,NA,NA,NA,"G10-11, G12-Term1","G10-11, G12-Term1","American","92",0,"87",0,"80",0,"Mostly like me","Somewhat like me","Not much like me","Mostly like me","Not much like me","Somewhat like me","Not much like me","Not much like me","Somewhat like me","Mostly like me","Somewhat like me","Very much like me","Mostly like me","Mostly like me","Not much like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Not much like me"
28,2161,0,0,3.1,2.77,2.6,2.6,"Bachelor of Science in Mechanical Engineering",7,"573",13,10,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","American","67",0,"77",0,"81",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2151,0,2.22,2.09,2.12,2.13,2.13,"Bachelor of Science in Mechanical Engineering",5,"73, 483",15,10,NA,NA,NA,NA,"G10-12","G12, Diploma","American","61",0,"64",0,"70",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2165,0,0,2.33,2.6,2.56,2.56,"Bachelor of Science in Industrial Engineering",6.5,"567",14,7,NA,NA,NA,NA,"G10, G11, G12","Y","American","75",0,"72",0,"83",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2161,0,0,3.62,3.55,3.51,3.51,"Bachelor of Science in Mechanical Engineering",5.5,"5.5",16,8,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","American","70",0,"93",0,"84",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2171,0,0,0,2.4,2.11,2.11,"Bachelor of Science in Industrial Engineering",6.5,"6.5",14,9,420,300,430,1150,"G10, G11, G12","Y","American","76",0,"71",0,"77",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2161,0,0,3.6,3.35,3.29,3.29,"Bachelor of Science in Electrical Engineering",7,"7",20,12,470,510,560,1540,"G9,G10,G11 G12","G9,G10,G11 G12","American","92",0,"100",0,"100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2151,0,3.72,3.68,3.66,3.66,3.66,"Bachelor of Science in Mechanical Engineering",6,"78 WS 2151 Exmpt-WS",23,17,NA,NA,NA,NA,"Predicted A Level","AS, IGCSE, Equivalency","British","B",0,"D",0,"D",0,"Mostly like me","Not much like me","Not much like me","Not much like me","Not much like me","Mostly like me","Not much like me","Not much like me","Very much like me","Mostly like me","Somewhat like me","Mostly like me","Not much like me","Not much like me","Not much like me","Mostly like me","Mostly like me","Mostly like me","Not much like me","Not much like me","Not much like me","Not much like me"
35,2151,0,4,4,3.98,3.98,3.98,"Bachelor of Science in Microelectronic Engineering",7,"92",30,25,NA,NA,NA,NA,"IGCSE, AS, A Level (predicted)","A, AS, O Level","British","A",0,"A+",0,"A+",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2171,0,0,0,2.97,3.06,3.06,"Bachelor of Science in Mechanical Engineering",7,"7",16,19,NA,NA,NA,NA,"G9, G10, G11","Y","American","A",0,"C",0,"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2175,0,0,0,3.15,3.14,3.14,"Bachelor of Science in Mechanical Engineering",7.5,"7.5",19,12,NA,NA,NA,NA,"Y","Y","IB","5",0,"3",0,"4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2165,0,0,2.21,2.1,1.86,1.86,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",24,15,NA,NA,NA,NA,"Cambridge","Y","British","B",0,"B",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2171,0,0,0,3.27,3.27,3.27,"Bachelor of Science in Mechanical Engineering",6,"1450= 6.0",21,16,NA,NA,NA,NA,"G10, G11, G12","Y","MOE","95.8",0,"99.3",0,"97.9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2171,0,0,0,2.11,2.1,2.1,"Bachelor of Science in Mechanical Engineering",5,"5",8,2,NA,NA,NA,NA,"G10, G11, G12","Y","MOE","92",0,"93",0,"91",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2161,0,0,2.76,2.58,2.62,2.62,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",9,7,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","MOE","96",0,"98",0,"98",0,"Very much like me","Not like me at all","Not much like me","Mostly like me","Not much like me","Mostly like me","Not much like me","Very much like me","Mostly like me","Very much like me","Mostly like me","Very much like me","Not much like me","Somewhat like me","Not much like me","Very much like me","Not much like me","Mostly like me","Somewhat like me","Not much like me","Somewhat like me","Not like me at all"
43,2161,0,0,3.68,3.45,3.45,3.45,"Bachelor of Science in Mechanical Engineering",7.5,"7.5",11,8,NA,NA,NA,NA,NA,"Y","MOE","A",0,"A",0,"A",0,"Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Somewhat like me","Somewhat like me","Very much like me","Mostly like me","Very much like me","Mostly like me","Somewhat like me","Somewhat like me","Somewhat like me","Mostly like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me"
44,2165,0,0,2.11,2.1,0,2.1,"Bachelor of Science in Industrial Engineering",7,"497/573",11,6,NA,NA,NA,NA,"G10, G11, G12","Y","British","88.6",0,"73.5",0,"76.3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2141,3.76,3.73,3.59,3.5,3.52,3.52,"Bachelor of Science in Mechanical Engineering",7.5,"97",25,20,NA,NA,NA,NA,"G10-11; 12 in Arabic","G12","MOE","96.7",0,"97",0,"98.4",0,"Very much like me","Not much like me","Mostly like me","Mostly like me","Somewhat like me","Very much like me","Mostly like me","Not much like me","Very much like me","Very much like me","Very much like me","Very much like me","Not much like me","Not much like me","Not much like me","Not much like me","Mostly like me","Mostly like me","Very much like me","Not like me at all","Not much like me","Not like me at all"
46,2171,0,0,0,1.67,0.5,0.5,"Bachelor of Science in Computing Security",5,"403 /5",6,6,NA,NA,NA,NA,"G10,. G11, G12","G10,. G11, G12","MOE","78.5",0,"70.099999999999994",0,"B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2151,0,3.87,3.94,3.92,3.92,3.92,"Bachelor of Science in Electrical Engineering",5.5,"5.5, 493",20,10,NA,NA,NA,NA,"G10-12","G12","American","93",0,"99.7",0,"80.7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,2141,2.9,2.48,2.46,2.44,0,2.44,"Bachelor of Science in Electrical Engineering",5,"510, Exmpt-WS",11,10,NA,NA,NA,NA,"Y","G12","MOE","94.2",0,"81.2",0,"74.099999999999994",0,"Mostly like me","Mostly like me","Somewhat like me","Mostly like me","Somewhat like me","Mostly like me","Not much like me","Not much like me","Mostly like me","Not much like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Somewhat like me","Somewhat like me","Mostly like me","Somewhat like me","Not much like me","Not much like me"
49,2161,0,0,3.6,3.35,3.21,3.21,"Bachelor of Science in Microelectronic Engineering",5.5,"5.5",13,7,NA,NA,NA,NA,"Y","Y","MOE","71",0,"92",0,"85",0,"Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Not much like me","Not much like me","Somewhat like me","Very much like me","Somewhat like me","Somewhat like me","Very much like me","Somewhat like me","Not like me at all","Somewhat like me","Not much like me","Very much like me","Very much like me","Somewhat like me","Very much like me","Somewhat like me"
50,2151,0,3.25,3.25,3.36,0,3.36,"Bachelor of Science in Mechanical Engineering",7.5,"7.5",28,20,600,600,630,1830,"G9-11, G12-Sem1","G12(IB), HS Diploma","American","B+",0,"C",0,"B-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2161,0,0,3.32,3.47,3.47,3.47,"Bachelor of Science in Mechanical Engineering",8,"630",20,18,NA,NA,NA,NA,"Y","Y","American","90",0,"93",0,"76",0,"Very much like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Very much like me","Mostly like me","Very much like me","Very much like me","Not much like me","Somewhat like me","Very much like me","Not much like me","Not much like me","Somewhat like me","Not much like me","Somewhat like me","Mostly like me","Very much like me","Very much like me","Mostly like me","Not much like me"
52,2161,0,0,2.22,0,1.81,1.81,"Bachelor of Science in Mechanical Engineering",6,"6",7,11,NA,NA,NA,NA,"G10,G11.G12","G10,G11,G12","American","86",0,"82",0,"83",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2161,0,0,2.82,2.57,2.48,2.48,"Bachelor of Science in Mechanical Engineering",7,"7",10,12,NA,NA,NA,NA,"Y","Y","American","88",0,"72",0,"76",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2175,0,0,0,4,0,4,"Bachelor of Science in Computing Security",5,"5",12,10,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","American","77",0,"88",0,"93",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2171,0,0,0,2.6,2,2,"Bachelor of Science in Electrical Engineering",6.5,"6; 6.5",10,9,NA,NA,NA,NA,"G10, G11, G12","Y","American","85",0,"75",0,"76",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2171,0,0,0,2.56,2.47,2.47,"Bachelor of Science in Electrical Engineering",6,"6",13,12,NA,NA,NA,NA,"Y","Y","American","87",0,"72",0,"69",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2171,0,0,0,3.17,3.11,3.11,"Bachelor of Science in Computing Security",6.5,"567",21,16,NA,NA,NA,NA,"Y","Y","British","A",0,"C",0,"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2161,0,0,3.88,3.85,3.85,3.85,"Bachelor of Science in Industrial Engineering",7.5,"7.5",22,17,NA,NA,NA,NA,"AS level","AS level","British","A",0,"A",0,"A",0,"Very much like me","Somewhat like me","Very much like me","Very much like me","Somewhat like me","Mostly like me","Somewhat like me","Not like me at all","Mostly like me","Very much like me","Very much like me","Very much like me","Very much like me","Somewhat like me","Mostly like me","Not much like me","Not much like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me"
59,2151,0,2.86,2.62,2.65,2.69,2.69,"Bachelor of Science in Mechanical Engineering",7.5,"96",24,15,NA,NA,NA,NA,"IGCSE, AS, A Level(predicted)","A, AS, O Level","British","C",0,"C",0,"E",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2141,2.6,2.41,2.28,2.21,2.13,2.13,"Bachelor of Science in Mechanical Engineering",5.5,"513, 523 Exmpt-WS",16,10,NA,NA,NA,NA,"IGCSE","IGCSE","British","B",0,"C",0,"C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2141,3.06,3.1,3.07,3.03,2.97,2.97,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",21,15,NA,NA,NA,NA,"IGCSE/AS LEVEL","A, AS Level","British","C",0,"A",0,"B",0,"Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me"
62,2171,0,0,0,3.58,3.63,3.63,"Bachelor of Science in Computing Security",7.5,"607",21,17,NA,NA,NA,NA,"Y","Y","African","81",4,"A+",4,"B",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2161,0,0,2.04,2.13,2.16,2.16,"Bachelor of Science in Computing Security",5.5,"20",15,7,380,360,500,1240,"Y","Y","Indian","61",0,"0",0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2151,0,3.83,3.69,3.44,3.44,3.44,"Bachelor of Science in Mechanical Engineering",7.5,"7.5",18,12,NA,NA,NA,NA,NA,NA,"British","A+",0,"C",0,"C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2171,0,0,0,2.43,2.4,2.4,"Bachelor of Science in Electrical Engineering",7.5,"7.5",16,14,NA,NA,NA,NA,"Y","Y","Indian","77",0,"38",0,"62",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2151,0,3.49,3.65,3.66,3.68,3.68,"Bachelor of Science in Mechanical Engineering",7,"7",10,12,NA,NA,NA,NA,NA,"CBSE, HS Diploma","Indian","88",0,"52.5",0,"80",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2171,0,0,0,2.4,2.67,2.67,"Bachelor of Science in Computing Security",7,"547; 570",22,17,NA,NA,NA,NA,"Y","Y","British","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2171,0,0,0,3.79,3.67,3.67,"Bachelor of Science in Mechanical Engineering",9,"677",28,22,NA,NA,NA,NA,"Y","Y","British","B",0,"A",0,"A",0,"Very much like me","Somewhat like me","Not much like me","Somewhat like me","Not like me at all","Very much like me","Not like me at all","Mostly like me","Mostly like me","Very much like me","Somewhat like me","Mostly like me","Not like me at all","Not much like me","Not like me at all","Very much like me","Mostly like me","Mostly like me","Not like me at all","Not like me at all","Not much like me","Not much like me"
69,2161,0,0,3.91,3.86,3.87,3.87,"Bachelor of Science in Mechanical Engineering",7.5,"607",21,20,NA,NA,NA,NA,"A(pred), AS, O Level","A(pred), AS, O Level","British","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2161,0,0,1.9,1.79,0,1.79,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",20,15,NA,NA,NA,NA,"Y","Y","British","C",0,"A",0,"A",0,"Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Not much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me"
71,2171,0,0,0,2.62,2.13,2.13,"Bachelor of Science in Computing Security",7,"577",17,13,NA,NA,NA,NA,"Y","Y","British","60",0,"81",0,"65",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2161,0,0,1.94,1.98,0,1.98,"Bachelor of Science in Microelectronic Engineering",7,"95",10,7,NA,NA,NA,NA,"Y","Y","African","90",4,"80",4,"65",3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2145,2,2.23,2.17,2.12,2.24,2.24,"Bachelor of Science in Mechanical Engineering",5.5,"5.5, 520, 527, 533, Exmpt-WS",18,13,NA,NA,NA,NA,"G11-12","Diploma","African","40",2,"40",2,"40",2,"Mostly like me","Somewhat like me","Very much like me","Not much like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me","Somewhat like me","Very much like me","Not much like me","Mostly like me","Very much like me","Mostly like me","Very much like me","Not much like me","Not much like me","Somewhat like me","Mostly like me","Very much like me","Mostly like me","Mostly like me"
